symbol,launch_date,entry_time,exit_time,entry_price,target_price,stop_loss_price,exit_price,position_size,profit_usd,profit_pct,exit_reason,capital_before,capital_after,duration_minutes
ALCHUSDT,2025-01-07 16:30:00,2025-01-07 11:46:00,2025-01-07 15:44:00,0.19607,0.235284,0.176463,0.20094,13120.30788,63.895899,2.483807,4h Timeout,2572.498766,2636.394665,238
SWARMSUSDT,2025-01-07 17:30:00,2025-01-07 12:16:00,2025-01-07 12:54:00,0.5009,0.60108,0.45081,0.45081,5263.315363,-263.639467,-10.0,Stop Loss,2636.394665,2372.755199,38
PROMUSDT,2025-01-15 17:30:00,2025-01-15 12:31:00,2025-01-15 14:38:00,8.856,10.6272,7.9704,7.9704,267.926287,-237.27552,-10.0,Stop Loss,2372.755199,2135.479679,127
SOLVUSDT,2025-01-17 17:30:00,2025-01-17 12:16:00,2025-01-17 14:38:00,0.1482,0.17784,0.13338,0.13338,14409.444527,-213.547968,-10.0,Stop Loss,2135.479679,1921.931711,142
AVAAIUSDT,2025-01-17 18:30:00,2025-01-17 13:16:00,2025-01-17 15:29:00,0.22844,0.274128,0.205596,0.205596,8413.288877,-192.193171,-10.0,Stop Loss,1921.931711,1729.73854,133
ARCUSDT,2025-01-17 18:30:00,2025-01-17 13:01:00,2025-01-17 16:59:00,0.33894,0.406728,0.305046,0.35055,5103.376822,59.250205,3.425385,4h Timeout,1729.73854,1788.988745,238
TRUMPUSDT,2025-01-18 18:30:00,2025-01-18 13:01:00,2025-01-18 13:08:00,20.858,25.0296,18.7722,18.7722,85.769908,-178.898874,-10.0,Stop Loss,1788.988745,1610.08987,7
ANIMEUSDT,2025-01-23 22:30:00,2025-01-23 17:01:00,2025-01-23 20:59:00,0.0884,0.10608,0.07956,0.0854,18213.686316,-54.641059,-3.393665,4h Timeout,1610.08987,1555.448811,238
BERAUSDT,2025-02-06 20:30:00,2025-02-06 15:01:00,2025-02-06 15:11:00,10.405,12.486,9.3645,9.3645,149.490515,-155.544881,-10.0,Stop Loss,1555.448811,1399.90393,10
TSTUSDT,2025-02-09 18:30:00,2025-02-09 13:01:00,2025-02-09 13:08:00,0.352,0.4224,0.3168,0.3168,3976.999802,-139.990393,-10.0,Stop Loss,1399.90393,1259.913537,7
LAYERUSDT,2025-02-11 20:30:00,2025-02-11 15:46:00,2025-02-11 16:28:00,0.7667,0.92004,0.69003,0.69003,1643.294036,-125.991354,-10.0,Stop Loss,1259.913537,1133.922183,42
B3USDT,2025-02-13 16:30:00,2025-02-13 11:31:00,2025-02-13 15:29:00,0.01336,0.016032,0.012024,0.01292,84874.414932,-37.344743,-3.293413,4h Timeout,1133.922183,1096.577441,238
IPUSDT,2025-02-13 22:30:00,2025-02-13 17:01:00,2025-02-13 20:59:00,1.75791,2.109492,1.582119,1.7896,623.796122,19.768099,1.802709,4h Timeout,1096.577441,1116.34554,238
GPSUSDT,2025-02-17 22:30:00,2025-02-17 17:01:00,2025-02-17 18:22:00,0.121,0.1452,0.1089,0.1089,9225.996199,-111.634554,-10.0,Stop Loss,1116.34554,1004.710986,81
SHELLUSDT,2025-02-17 22:30:00,2025-02-17 17:16:00,2025-02-17 21:14:00,0.4353,0.52236,0.39177,0.4301,2308.088642,-12.002061,-1.194578,4h Timeout,1004.710986,992.708925,238
KAITOUSDT,2025-02-20 18:30:00,2025-02-20 13:01:00,2025-02-20 13:04:00,1.174,1.4088,1.0566,1.4088,845.578301,198.541785,20.0,Target Hit,992.708925,1191.25071,3
REDUSDT,2025-03-06 21:30:00,2025-03-06 16:01:00,2025-03-06 16:36:00,0.8584,1.03008,0.77256,0.77256,1387.757118,-119.125071,-10.0,Stop Loss,1191.25071,1072.125639,35
VICUSDT,2025-03-12 22:30:00,2025-03-12 17:01:00,2025-03-12 17:16:00,0.342,0.4104,0.3078,0.4104,3134.87029,214.425128,20.0,Target Hit,1072.125639,1286.550767,15
BMTUSDT,2025-03-17 18:30:00,2025-03-17 13:31:00,2025-03-17 14:07:00,0.1219,0.14628,0.10971,0.14628,10554.149031,257.310153,20.0,Target Hit,1286.550767,1543.86092,36
MUBARAKUSDT,2025-03-17 18:30:00,2025-03-17 13:46:00,2025-03-17 14:17:00,0.0978,0.11736,0.08802,0.11736,15785.898981,308.772184,20.0,Target Hit,1543.86092,1852.633104,31
BRUSDT,2025-03-21 17:30:00,2025-03-21 12:46:00,2025-03-21 16:44:00,0.1684,0.20208,0.15156,0.164,11001.38423,-48.406091,-2.612827,4h Timeout,1852.633104,1804.227014,238
PLUMEUSDT,2025-03-21 18:30:00,2025-03-21 13:01:00,2025-03-21 16:59:00,0.2006,0.24072,0.18054,0.1979,8994.152611,-24.284212,-1.345962,4h Timeout,1804.227014,1779.942802,238
NILUSDT,2025-03-24 18:30:00,2025-03-24 13:01:00,2025-03-24 13:39:00,0.8481,1.01772,0.76329,0.76329,2098.74166,-177.99428,-10.0,Stop Loss,1779.942802,1601.948522,38
PARTIUSDT,2025-03-25 18:30:00,2025-03-25 13:01:00,2025-03-25 13:01:00,0.2715,0.3258,0.24435,0.3258,5900.362879,320.389704,20.0,Target Hit (Same Candle),1601.948522,1922.338226,0
JELLYJELLYUSDT,2025-03-26 21:30:00,2025-03-26 16:01:00,2025-03-26 17:28:00,0.0255,0.0306,0.02295,0.02295,75385.812778,-192.233823,-10.0,Stop Loss,1922.338226,1730.104403,87
MAVIAUSDT,2025-03-26 22:30:00,2025-03-26 17:01:00,2025-03-26 18:33:00,0.4323,0.51876,0.38907,0.51876,4002.092073,346.020881,20.0,Target Hit,1730.104403,2076.125284,92
WALUSDT,2025-03-27 20:30:00,2025-03-27 15:31:00,2025-03-27 19:29:00,0.4791,0.57492,0.43119,0.5463,4333.386107,291.203546,14.026299,4h Timeout,2076.125284,2367.32883,238
GUNUSDT,2025-03-31 18:30:00,2025-03-31 13:01:00,2025-03-31 14:02:00,0.0949,0.11388,0.08541,0.11388,24945.509276,473.465766,20.0,Target Hit,2367.32883,2840.794596,61
ATHUSDT,2025-04-02 20:30:00,2025-04-02 15:46:00,2025-04-02 19:44:00,0.03165,0.03798,0.028485,0.03,89756.543329,-148.098296,-5.21327,4h Timeout,2840.794596,2692.6963,238
BABYUSDT,2025-04-05 18:30:00,2025-04-05 13:31:00,2025-04-05 16:11:00,0.06588,0.079056,0.059292,0.059292,40872.742864,-269.26963,-10.0,Stop Loss,2692.6963,2423.42667,160
XCNUSDT,2025-04-11 20:30:00,2025-04-11 15:31:00,2025-04-11 19:29:00,0.02396,0.028752,0.021564,0.02605,101144.685721,211.392393,8.722871,4h Timeout,2423.42667,2634.819063,238
STOUSDT,2025-04-12 19:30:00,2025-04-12 14:46:00,2025-04-12 14:54:00,0.08856,0.106272,0.079704,0.106272,29751.796105,526.963813,20.0,Target Hit,2634.819063,3161.782876,8
FHEUSDT,2025-04-12 20:30:00,2025-04-12 15:01:00,2025-04-12 15:42:00,0.07706,0.092472,0.069354,0.092472,41030.143727,632.356575,20.0,Target Hit,3161.782876,3794.139451,41
KERNELUSDT,2025-04-14 17:30:00,2025-04-14 12:01:00,2025-04-14 12:20:00,0.3318,0.39816,0.29862,0.39816,11435.019442,758.82789,20.0,Target Hit,3794.139451,4552.967341,19
WCTUSDT,2025-04-15 16:30:00,2025-04-15 11:01:00,2025-04-15 11:32:00,0.3694,0.44328,0.33246,0.33246,12325.304117,-455.296734,-10.0,Stop Loss,4552.967341,4097.670607,31
AERGOUSDT,2025-04-16 16:30:00,2025-04-16 11:01:00,2025-04-16 11:02:00,0.35261,0.423132,0.317349,0.423132,11620.971064,819.534121,20.0,Target Hit,4097.670607,4917.204728,1
BANKUSDT,2025-04-18 23:30:00,2025-04-18 18:31:00,2025-04-18 18:38:00,0.048235,0.057882,0.043412,0.057882,101942.670845,983.440946,20.0,Target Hit,4917.204728,5900.645674,7
EPTUSDT,2025-04-21 18:30:00,2025-04-21 13:01:00,2025-04-21 13:10:00,0.01765,0.02118,0.015885,0.015885,334314.202483,-590.064567,-10.0,Stop Loss,5900.645674,5310.581106,9
HYPERUSDT,2025-04-22 18:30:00,2025-04-22 13:01:00,2025-04-22 16:59:00,0.2456,0.29472,0.22104,0.2552,21622.887241,207.579718,3.908795,4h Timeout,5310.581106,5518.160824,238
SIGNUSDT,2025-04-28 16:30:00,2025-04-28 11:01:00,2025-04-28 14:59:00,0.0742,0.08904,0.06678,0.07693,74368.744258,203.026672,3.679245,4h Timeout,5518.160824,5721.187496,238
AIOTUSDT,2025-04-30 17:30:00,2025-04-30 12:31:00,2025-04-30 12:43:00,0.22979,0.275748,0.206811,0.275748,24897.460707,1144.237499,20.0,Target Hit,5721.187496,6865.424995,12
MILKUSDT,2025-05-06 18:30:00,2025-05-06 13:46:00,2025-05-06 17:44:00,0.12477,0.149724,0.112293,0.12451,55024.645307,-14.306408,-0.208383,4h Timeout,6865.424995,6851.118587,238
B2USDT,2025-05-06 18:30:00,2025-05-06 13:31:00,2025-05-06 17:29:00,0.6779,0.81348,0.61011,0.6484,10106.385289,-298.138366,-4.351674,4h Timeout,6851.118587,6552.980221,238
DOODUSDT,2025-05-09 18:30:00,2025-05-09 13:31:00,2025-05-09 13:43:00,0.008187,0.009824,0.007368,0.007368,800422.653404,-655.298022,-10.0,Stop Loss,6552.980221,5897.682199,12
BUSDT,2025-05-22 21:30:00,2025-05-22 16:31:00,2025-05-22 16:53:00,0.24311,0.291732,0.218799,0.291732,24259.315532,1179.53644,20.0,Target Hit,5897.682199,7077.218639,22
HUMAUSDT,2025-05-26 18:30:00,2025-05-26 13:01:00,2025-05-26 13:07:00,0.086779,0.104135,0.078101,0.078101,81554.507875,-707.721864,-10.0,Stop Loss,7077.218639,6369.496775,6
SOPHUSDT,2025-05-28 18:30:00,2025-05-28 13:01:00,2025-05-28 13:02:00,0.070881,0.085057,0.063793,0.063793,89861.835682,-636.949677,-10.0,Stop Loss,6369.496775,5732.547097,1
HOMEUSDT,2025-06-10 16:30:00,2025-06-10 11:31:00,2025-06-10 11:35:00,0.026116,0.031339,0.023504,0.023504,219503.258442,-573.25471,-10.0,Stop Loss,5732.547097,5159.292388,4
RESOLVUSDT,2025-06-10 18:30:00,2025-06-10 13:31:00,2025-06-10 14:04:00,0.19038,0.228456,0.171342,0.228456,27099.970521,1031.858478,20.0,Target Hit,5159.292388,6191.150865,33
TAIKOUSDT,2025-06-11 17:30:00,2025-06-11 12:31:00,2025-06-11 16:29:00,0.5584,0.67008,0.50256,0.5679,11087.304558,105.329393,1.701289,4h Timeout,6191.150865,6296.480259,238
SQDUSDT,2025-06-11 17:30:00,2025-06-11 12:46:00,2025-06-11 16:44:00,0.2548,0.30576,0.22932,0.28284,24711.460983,692.909366,11.00471,4h Timeout,6296.480259,6989.389625,238
FUSDT,2025-06-18 17:30:00,2025-06-18 12:46:00,2025-06-18 16:44:00,0.009136,0.010963,0.008222,0.009289,765038.268886,117.050855,1.674694,4h Timeout,6989.389625,7106.44048,238
MYXUSDT,2025-06-18 17:30:00,2025-06-18 12:31:00,2025-06-18 13:25:00,0.08073,0.096876,0.072657,0.072657,88027.257273,-710.644048,-10.0,Stop Loss,7106.44048,6395.796432,54
NEWTUSDT,2025-06-19 19:30:00,2025-06-19 14:31:00,2025-06-19 14:33:00,0.2412,0.28944,0.21708,0.28944,26516.568954,1279.159286,20.0,Target Hit,6395.796432,7674.955718,2
DMCUSDT,2025-06-24 18:30:00,2025-06-24 13:01:00,2025-06-24 14:41:00,0.004124,0.004949,0.003712,0.004949,1861046.488374,1534.991144,20.0,Target Hit,7674.955718,9209.946862,100
OLUSDT,2025-06-25 16:30:00,2025-06-25 11:31:00,2025-06-25 15:29:00,0.034,0.0408,0.0306,0.03652,270880.790049,682.619591,7.411765,4h Timeout,9209.946862,9892.566453,238
SAHARAUSDT,2025-06-26 17:30:00,2025-06-26 12:01:00,2025-06-26 12:46:00,0.13526,0.162312,0.121734,0.121734,73137.41278,-989.256645,-10.0,Stop Loss,9892.566453,8903.309807,45
ICNTUSDT,2025-07-03 18:30:00,2025-07-03 13:01:00,2025-07-03 13:02:00,0.3445,0.4134,0.31005,0.4134,25844.150384,1780.661961,20.0,Target Hit,8903.309807,10683.971769,1
TANSSIUSDT,2025-07-09 16:30:00,2025-07-09 11:31:00,2025-07-09 12:41:00,0.05209,0.062508,0.046881,0.046881,205106.004392,-1068.397177,-10.0,Stop Loss,10683.971769,9615.574592,70
ERAUSDT,2025-07-17 20:30:00,2025-07-17 15:31:00,2025-07-17 15:33:00,1.227,1.4724,1.1043,1.1043,7836.654109,-961.557459,-10.0,Stop Loss,9615.574592,8654.017133,2
CVXUSDT,2025-07-23 16:30:00,2025-07-23 11:31:00,2025-07-23 13:12:00,4.97,5.964,4.473,4.473,1741.250932,-865.401713,-10.0,Stop Loss,8654.017133,7788.615419,101
SLPUSDT,2025-07-23 16:30:00,2025-07-23 11:46:00,2025-07-23 12:57:00,0.002462,0.002954,0.002216,0.002216,3163531.851929,-778.861542,-10.0,Stop Loss,7788.615419,7009.753878,71
ZORAUSDT,2025-07-25 16:30:00,2025-07-25 11:01:00,2025-07-25 14:59:00,0.0428,0.05136,0.03852,0.04379,163779.296203,162.141503,2.313084,4h Timeout,7009.753878,7171.895381,238
TAGUSDT,2025-07-25 16:30:00,2025-07-25 11:16:00,2025-07-25 11:21:00,0.000603,0.000724,0.000543,0.000724,11893690.515334,1434.379076,20.0,Target Hit,7171.895381,8606.274457,5
TREEUSDT,2025-07-29 19:30:00,2025-07-29 14:01:00,2025-07-29 14:02:00,1.2479,1.49748,1.12311,1.12311,6896.605863,-860.627446,-10.0,Stop Loss,8606.274457,7745.647011,1
NAORISUSDT,2025-07-31 17:30:00,2025-07-31 12:31:00,2025-07-31 12:31:00,0.0594,0.07128,0.05346,0.05346,130398.097832,-774.564701,-10.0,Stop Loss (Same Candle),7745.647011,6971.08231,0
TOWNSUSDT,2025-08-05 19:30:00,2025-08-05 14:31:00,2025-08-05 14:32:00,0.0422,0.05064,0.03798,0.03798,165191.523936,-697.108231,-10.0,Stop Loss,6971.08231,6273.974079,1
PROVEUSDT,2025-08-05 22:30:00,2025-08-05 17:01:00,2025-08-05 17:02:00,0.5292,0.63504,0.47628,0.63504,11855.58216,1254.794816,20.0,Target Hit,6273.974079,7528.768895,1
CARVUSDT,2025-08-07 21:30:00,2025-08-07 16:46:00,2025-08-07 20:44:00,0.3064,0.36768,0.27576,0.303,24571.700049,-83.54378,-1.109661,4h Timeout,7528.768895,7445.225115,238
YALAUSDT,2025-08-07 21:30:00,2025-08-07 16:31:00,2025-08-07 16:35:00,0.2199,0.26388,0.19791,0.26388,33857.322032,1489.045023,20.0,Target Hit,7445.225115,8934.270138,4
XNYUSDT,2025-08-13 16:30:00,2025-08-13 11:46:00,2025-08-13 11:48:00,0.014865,0.017838,0.013378,0.013378,601027.254468,-893.427014,-10.0,Stop Loss,8934.270138,8040.843124,2
AIOUSDT,2025-08-13 16:30:00,2025-08-13 11:31:00,2025-08-13 11:59:00,0.10394,0.124728,0.093546,0.124728,77360.430286,1608.168625,20.0,Target Hit,8040.843124,9649.011749,28
USELESSUSDT,2025-08-15 17:30:00,2025-08-15 12:16:00,2025-08-15 16:05:00,0.3116,0.37392,0.28044,0.28044,30966.019733,-964.901175,-10.0,Stop Loss,9649.011749,8684.110574,229
DAMUSDT,2025-08-18 17:30:00,2025-08-18 12:31:00,2025-08-18 13:41:00,0.10527,0.126324,0.094743,0.126324,82493.688362,1736.822115,20.0,Target Hit,8684.110574,10420.932689,70
CUDISUSDT,2025-08-20 16:30:00,2025-08-20 11:16:00,2025-08-20 11:49:00,0.11749,0.140988,0.105741,0.105741,88696.337463,-1042.093269,-10.0,Stop Loss,10420.932689,9378.83942,33
SAPIENUSDT,2025-08-20 22:30:00,2025-08-20 17:31:00,2025-08-20 17:34:00,0.18915,0.22698,0.170235,0.170235,49584.136504,-937.883942,-10.0,Stop Loss,9378.83942,8440.955478,3
BASUSDT,2025-08-26 18:30:00,2025-08-26 13:31:00,2025-08-26 13:43:00,0.01394,0.016728,0.012546,0.012546,605520.479035,-844.095548,-10.0,Stop Loss,8440.955478,7596.85993,12
MITOUSDT,2025-08-28 21:30:00,2025-08-28 16:31:00,2025-08-28 16:45:00,0.10349,0.124188,0.093141,0.124188,73406.705285,1519.371986,20.0,Target Hit,7596.85993,9116.231916,14
ARIAUSDT,2025-09-03 16:30:00,2025-09-03 11:01:00,2025-09-03 11:10:00,0.11659,0.139908,0.104931,0.139908,78190.513045,1823.246383,20.0,Target Hit,9116.231916,10939.478299,9
TAKEUSDT,2025-09-03 16:30:00,2025-09-03 11:16:00,2025-09-03 11:46:00,0.1392,0.16704,0.12528,0.12528,78588.206172,-1093.94783,-10.0,Stop Loss,10939.478299,9845.530469,30
PTBUSDT,2025-09-03 17:30:00,2025-09-03 12:31:00,2025-09-03 12:46:00,0.02563,0.030756,0.023067,0.023067,384140.868874,-984.553047,-10.0,Stop Loss,9845.530469,8860.977422,15
OPENUSDT,2025-09-08 18:30:00,2025-09-08 13:01:00,2025-09-08 13:02:00,0.678,0.8136,0.6102,0.8136,13069.288234,1772.195484,20.0,Target Hit,8860.977422,10633.172907,1
AVNTUSDT,2025-09-09 20:30:00,2025-09-09 15:01:00,2025-09-09 15:01:00,0.2766,0.33192,0.24894,0.24894,38442.418318,-1063.317291,-10.0,Stop Loss (Same Candle),10633.172907,9569.855616,0
HOLOUSDT,2025-09-11 17:30:00,2025-09-11 12:01:00,2025-09-11 12:18:00,0.5738,0.68856,0.51642,0.51642,16678.033489,-956.985562,-10.0,Stop Loss,9569.855616,8612.870054,17
ZKCUSDT,2025-09-15 19:30:00,2025-09-15 14:01:00,2025-09-15 15:11:00,1.2819,1.53828,1.15371,1.15371,6718.831465,-861.287005,-10.0,Stop Loss,8612.870054,7751.583049,70
