symbol,launch_date,entry_time,exit_time,entry_price,exit_price,position_size,profit_usd,profit_pct,exit_reason,capital_before,capital_after,duration_minutes
VTHOUSDT,2025-01-22 14:30:00,2025-01-22 09:31:00,2025-01-22 10:06:00,0.008033,0.007631,232160.201861,-93.247145,-5.0,Stop Loss,1864.942902,1771.695756,35
ANIMEUSDT,2025-01-23 22:30:00,2025-01-23 17:01:00,2025-01-23 19:38:00,0.0884,0.08398,20041.8072,-88.584788,-5.0,Stop Loss,1771.695756,1683.110969,157
VINEUSDT,2025-01-24 15:30:00,2025-01-24 10:01:00,2025-01-24 10:21:00,0.19512,0.224388,8626.029975,252.466645,15.0,Target Hit,1683.110969,1935.577614,20
PIPPINUSDT,2025-01-24 15:30:00,2025-01-24 10:16:00,2025-01-24 10:43:00,0.13853,0.131603,13972.263148,-96.778881,-5.0,Stop Loss,1935.577614,1838.798733,27
VVVUSDT,2025-01-29 13:30:00,2025-01-29 08:16:00,2025-01-29 08:17:00,10.722,10.1859,171.497737,-91.939937,-5.0,Stop Loss,1838.798733,1746.858797,1
BERAUSDT,2025-02-06 20:30:00,2025-02-06 15:01:00,2025-02-06 15:02:00,10.405,9.88475,167.886477,-87.34294,-5.0,Stop Loss,1746.858797,1659.515857,1
TSTUSDT,2025-02-09 18:30:00,2025-02-09 13:01:00,2025-02-09 13:02:00,0.352,0.3344,4714.533684,-82.975793,-5.0,Stop Loss,1659.515857,1576.540064,1
LAYERUSDT,2025-02-11 20:30:00,2025-02-11 15:46:00,2025-02-11 16:13:00,0.7667,0.728365,2056.267202,-78.827003,-5.0,Stop Loss,1576.540064,1497.713061,27
HEIUSDT,2025-02-13 14:30:00,2025-02-13 09:01:00,2025-02-13 09:28:00,0.9735,1.119525,1538.482856,224.656959,15.0,Target Hit,1497.713061,1722.37002,27
B3USDT,2025-02-13 16:30:00,2025-02-13 11:31:00,2025-02-13 14:58:00,0.01336,0.012692,128919.911664,-86.118501,-5.0,Stop Loss,1722.37002,1636.251519,207
IPUSDT,2025-02-13 22:30:00,2025-02-13 17:01:00,2025-02-13 20:59:00,1.75791,1.7896,930.79368,29.496852,1.802709,4h Timeout,1636.251519,1665.748371,238
GPSUSDT,2025-02-17 22:30:00,2025-02-17 17:01:00,2025-02-17 17:03:00,0.121,0.11495,13766.515459,-83.287419,-5.0,Stop Loss,1665.748371,1582.460952,2
SHELLUSDT,2025-02-17 22:30:00,2025-02-17 17:16:00,2025-02-17 18:21:00,0.4353,0.413535,3635.334142,-79.123048,-5.0,Stop Loss,1582.460952,1503.337904,65
KAITOUSDT,2025-02-20 18:30:00,2025-02-20 13:01:00,2025-02-20 13:02:00,1.174,1.3501,1280.526324,225.500686,15.0,Target Hit,1503.337904,1728.83859,1
IPUSDC,2025-03-05 15:30:00,2025-03-05 10:20:00,2025-03-05 10:21:00,5.67849,5.394566,304.453929,-86.44193,-5.0,Stop Loss,1728.83859,1642.396661,1
KAITOUSDC,2025-03-05 15:30:00,2025-03-05 10:10:00,2025-03-05 14:08:00,1.8558,1.8567,885.007361,0.796507,0.048497,4h Timeout,1642.396661,1643.193167,238
ADAUSDC,2025-03-06 15:30:00,2025-03-06 10:18:00,2025-03-06 14:16:00,0.9549,0.9273,1720.801306,-47.494116,-2.890355,4h Timeout,1643.193167,1595.699051,238
TRUMPUSDC,2025-03-06 15:30:00,2025-03-06 10:02:00,2025-03-06 14:00:00,13.326,13.324,119.743288,-0.239487,-0.015008,4h Timeout,1595.699051,1595.459565,238
REDUSDT,2025-03-06 21:30:00,2025-03-06 16:01:00,2025-03-06 16:32:00,0.8584,0.81548,1858.643482,-79.772978,-5.0,Stop Loss,1595.459565,1515.686586,31
PNUTUSDC,2025-03-07 15:30:00,2025-03-07 10:03:00,2025-03-07 14:01:00,0.19231,0.18852,7881.475671,-29.870793,-1.970776,4h Timeout,1515.686586,1485.815794,238
HBARUSDC,2025-03-07 15:30:00,2025-03-07 10:18:00,2025-03-07 14:16:00,0.2537,0.2547,5856.585706,5.856586,0.394166,4h Timeout,1485.815794,1491.672379,238
VICUSDT,2025-03-12 22:30:00,2025-03-12 17:01:00,2025-03-12 17:02:00,0.342,0.3249,4361.615144,-74.583619,-5.0,Stop Loss,1491.672379,1417.08876,1
EPICUSDT,2025-03-13 13:30:00,2025-03-13 08:01:00,2025-03-13 08:14:00,1.6697,1.586215,848.708607,-70.854438,-5.0,Stop Loss,1417.08876,1346.234322,13
BMTUSDT,2025-03-17 18:30:00,2025-03-17 13:31:00,2025-03-17 13:40:00,0.1219,0.140185,11043.759822,201.935148,15.0,Target Hit,1346.234322,1548.169471,9
MUBARAKUSDT,2025-03-17 18:30:00,2025-03-17 13:46:00,2025-03-17 14:10:00,0.0978,0.11247,15829.953688,232.225421,15.0,Target Hit,1548.169471,1780.394891,24
FORMUSDT,2025-03-19 13:30:00,2025-03-19 08:01:00,2025-03-19 08:03:00,1.6338,1.87887,1089.726338,267.059234,15.0,Target Hit,1780.394891,2047.454125,2
BIDUSDT,2025-03-20 14:30:00,2025-03-20 09:31:00,2025-03-20 09:33:00,0.09408,0.089376,21762.90524,-102.372706,-5.0,Stop Loss,2047.454125,1945.081419,2
TUTUSDT,2025-03-20 14:30:00,2025-03-20 09:01:00,2025-03-20 09:15:00,0.04323,0.049714,44993.787154,291.762213,15.0,Target Hit,1945.081419,2236.843631,14
BROCCOLI714USDT,2025-03-21 14:30:00,2025-03-21 09:01:00,2025-03-21 11:12:00,0.04461,0.042379,50142.202006,-111.842182,-5.0,Stop Loss,2236.843631,2125.00145,131
BROCCOLIF3BUSDT,2025-03-21 14:30:00,2025-03-21 09:16:00,2025-03-21 11:30:00,0.019016,0.018065,111748.07793,-106.250072,-5.0,Stop Loss,2125.00145,2018.751377,134
BRUSDT,2025-03-21 17:30:00,2025-03-21 12:46:00,2025-03-21 15:54:00,0.1684,0.15998,11987.834783,-100.937569,-5.0,Stop Loss,2018.751377,1917.813809,188
PLUMEUSDT,2025-03-21 18:30:00,2025-03-21 13:01:00,2025-03-21 16:59:00,0.2006,0.1979,9560.387879,-25.813047,-1.345962,4h Timeout,1917.813809,1892.000761,238
SIRENUSDT,2025-03-22 14:30:00,2025-03-22 09:01:00,2025-03-22 09:02:00,0.08826,0.083847,21436.673026,-94.600038,-5.0,Stop Loss,1892.000761,1797.400723,1
BANANAS31USDT,2025-03-22 14:30:00,2025-03-22 09:16:00,2025-03-22 09:26:00,0.004802,0.005522,374302.524617,269.610108,15.0,Target Hit,1797.400723,2067.010832,10
NILUSDT,2025-03-24 18:30:00,2025-03-24 13:01:00,2025-03-24 13:08:00,0.8481,0.805695,2437.225365,-103.350542,-5.0,Stop Loss,2067.010832,1963.66029,7
PARTIUSDT,2025-03-25 18:30:00,2025-03-25 13:01:00,2025-03-25 13:02:00,0.2715,0.312225,7232.634586,294.549044,15.0,Target Hit,1963.66029,2258.209334,1
JELLYJELLYUSDT,2025-03-26 21:30:00,2025-03-26 16:01:00,2025-03-26 16:03:00,0.0255,0.024225,88557.22877,-112.910467,-5.0,Stop Loss,2258.209334,2145.298867,2
MAVIAUSDT,2025-03-26 22:30:00,2025-03-26 17:01:00,2025-03-26 18:17:00,0.4323,0.497145,4962.523403,321.79483,15.0,Target Hit,2145.298867,2467.093697,76
PAXGUSDT,2025-03-27 15:30:00,2025-03-27 10:31:00,2025-03-27 14:29:00,3055.39,3055.71,0.807456,0.258386,0.010473,4h Timeout,2467.093697,2467.352083,238
WALUSDT,2025-03-27 20:30:00,2025-03-27 15:31:00,2025-03-27 15:39:00,0.4791,0.455145,5149.973039,-123.367604,-5.0,Stop Loss,2467.352083,2343.984479,8
ETHUSDT_250926,2025-03-28 13:30:00,2025-03-28 08:07:00,2025-03-28 12:05:00,1969.55,1941.91,1.190112,-32.894687,-1.403366,4h Timeout,2343.984479,2311.089792,238
BTCUSDT_250926,2025-03-28 13:30:00,2025-03-28 08:06:00,2025-03-28 12:04:00,88540.0,87661.5,0.026102,-22.930793,-0.992207,4h Timeout,2311.089792,2288.158999,238
FUNUSDT,2025-03-31 13:30:00,2025-03-31 08:31:00,2025-03-31 08:47:00,0.005141,0.004884,445080.528898,-114.40795,-5.0,Stop Loss,2288.158999,2173.751049,16
MLNUSDT,2025-03-31 13:30:00,2025-03-31 08:46:00,2025-03-31 08:56:00,12.31,11.6945,176.584163,-108.687552,-5.0,Stop Loss,2173.751049,2065.063497,10
GUNUSDT,2025-03-31 18:30:00,2025-03-31 13:01:00,2025-03-31 13:02:00,0.0949,0.090155,21760.416192,-103.253175,-5.0,Stop Loss,2065.063497,1961.810322,1
ATHUSDT,2025-04-02 20:30:00,2025-04-02 15:46:00,2025-04-02 18:06:00,0.03165,0.030067,61984.528336,-98.090516,-5.0,Stop Loss,1961.810322,1863.719806,140
BABYUSDT,2025-04-05 18:30:00,2025-04-05 13:31:00,2025-04-05 13:33:00,0.06588,0.062586,28289.614537,-93.18599,-5.0,Stop Loss,1863.719806,1770.533815,2
FORTHUSDT,2025-04-08 13:30:00,2025-04-08 08:31:00,2025-04-08 08:42:00,2.529,2.40255,700.092454,-88.526691,-5.0,Stop Loss,1770.533815,1682.007125,11
PROMPTUSDT,2025-04-11 11:30:00,2025-04-11 06:31:00,2025-04-11 10:29:00,0.1815,0.1857,9267.256885,38.922479,2.31405,4h Timeout,1682.007125,1720.929604,238
XCNUSDT,2025-04-11 20:30:00,2025-04-11 15:31:00,2025-04-11 19:29:00,0.02396,0.02605,71825.108664,150.114477,8.722871,4h Timeout,1720.929604,1871.044081,238
STOUSDT,2025-04-12 19:30:00,2025-04-12 14:46:00,2025-04-12 14:47:00,0.08856,0.084132,21127.417352,-93.552204,-5.0,Stop Loss,1871.044081,1777.491877,1
FHEUSDT,2025-04-12 20:30:00,2025-04-12 15:01:00,2025-04-12 15:02:00,0.07706,0.073207,23066.336318,-88.874594,-5.0,Stop Loss,1777.491877,1688.617283,1
KERNELUSDT,2025-04-14 17:30:00,2025-04-14 12:01:00,2025-04-14 12:03:00,0.3318,0.38157,5089.262456,253.292592,15.0,Target Hit,1688.617283,1941.909875,2
WCTUSDT,2025-04-15 16:30:00,2025-04-15 11:01:00,2025-04-15 11:02:00,0.3694,0.35093,5256.929819,-97.095494,-5.0,Stop Loss,1941.909875,1844.814381,1
INITUSDT,2025-04-16 11:30:00,2025-04-16 06:31:00,2025-04-16 08:41:00,0.6328,0.72772,2915.319819,276.722157,15.0,Target Hit,1844.814381,2121.536539,130
AERGOUSDT,2025-04-16 16:30:00,2025-04-16 11:01:00,2025-04-16 11:02:00,0.35261,0.405501,6016.665831,318.230481,15.0,Target Hit,2121.536539,2439.76702,1
BANKUSDT,2025-04-18 23:30:00,2025-04-18 18:31:00,2025-04-18 18:37:00,0.048235,0.05547,50580.84419,365.965053,15.0,Target Hit,2439.76702,2805.732072,6
EPTUSDT,2025-04-21 18:30:00,2025-04-21 13:01:00,2025-04-21 13:02:00,0.01765,0.016767,158964.989941,-140.286604,-5.0,Stop Loss,2805.732072,2665.445469,1
DEEPUSDT,2025-04-22 13:30:00,2025-04-22 08:31:00,2025-04-22 10:52:00,0.12471,0.118474,21373.149457,-133.272273,-5.0,Stop Loss,2665.445469,2532.173195,141
HYPERUSDT,2025-04-22 18:30:00,2025-04-22 13:01:00,2025-04-22 13:07:00,0.2456,0.28244,10310.151447,379.825979,15.0,Target Hit,2532.173195,2911.999175,6
FISUSDT,2025-04-25 12:30:00,2025-04-25 07:31:00,2025-04-25 11:29:00,0.20079,0.21107,14502.710168,149.087861,5.119777,4h Timeout,2911.999175,3061.087035,238
JSTUSDT,2025-04-28 14:30:00,2025-04-28 09:31:00,2025-04-28 13:29:00,0.039776,0.039284,76958.141473,-37.863406,-1.236927,4h Timeout,3061.087035,3023.22363,238
SIGNUSDT,2025-04-28 16:30:00,2025-04-28 11:01:00,2025-04-28 11:02:00,0.0742,0.07049,40744.253768,-151.161181,-5.0,Stop Loss,3023.22363,2872.062448,1
PUNDIXUSDT,2025-04-30 15:30:00,2025-04-30 10:01:00,2025-04-30 11:49:00,0.555,0.52725,5174.887294,-143.603122,-5.0,Stop Loss,2872.062448,2728.459326,108
CTKUSDT,2025-04-30 15:30:00,2025-04-30 10:16:00,2025-04-30 13:30:00,0.4698,0.44631,5807.703971,-136.422966,-5.0,Stop Loss,2728.459326,2592.036359,194
AIOTUSDT,2025-04-30 17:30:00,2025-04-30 12:31:00,2025-04-30 12:42:00,0.22979,0.264258,11280.022453,388.805454,15.0,Target Hit,2592.036359,2980.841813,11
HAEDALUSDT,2025-05-01 08:30:00,2025-05-01 03:16:00,2025-05-01 05:54:00,0.108356,0.124609,27509.707015,447.126272,15.0,Target Hit,2980.841813,3427.968085,158
DOLOUSDT,2025-05-01 08:30:00,2025-05-01 03:01:00,2025-05-01 04:33:00,0.055146,0.063418,62161.681452,514.195213,15.0,Target Hit,3427.968085,3942.163298,92
SXTUSDT,2025-05-02 13:30:00,2025-05-02 08:31:00,2025-05-02 08:32:00,0.53763,0.618275,7332.483861,591.324495,15.0,Target Hit,3942.163298,4533.487793,1
ASRUSDT,2025-05-06 14:30:00,2025-05-06 09:31:00,2025-05-06 10:15:00,2.225,2.11375,2037.522604,-226.67439,-5.0,Stop Loss,4533.487793,4306.813403,44
ALPINEUSDT,2025-05-06 14:30:00,2025-05-06 09:46:00,2025-05-06 10:15:00,1.2006,1.14057,3587.217561,-215.34067,-5.0,Stop Loss,4306.813403,4091.472733,29
MILKUSDT,2025-05-06 18:30:00,2025-05-06 13:46:00,2025-05-06 17:44:00,0.12477,0.12451,32792.119364,-8.525951,-0.208383,4h Timeout,4091.472733,4082.946782,238
B2USDT,2025-05-06 18:30:00,2025-05-06 13:31:00,2025-05-06 13:38:00,0.6779,0.644005,6022.93374,-204.147339,-5.0,Stop Loss,4082.946782,3878.799443,7
SYRUPUSDT,2025-05-07 13:30:00,2025-05-07 08:31:00,2025-05-07 11:50:00,0.23522,0.223459,16490.092012,-193.939972,-5.0,Stop Loss,3878.799443,3684.859471,199
OBOLUSDT,2025-05-07 15:30:00,2025-05-07 10:31:00,2025-05-07 10:32:00,0.41434,0.393623,8893.323046,-184.242974,-5.0,Stop Loss,3684.859471,3500.616497,1
DOODUSDT,2025-05-09 18:30:00,2025-05-09 13:31:00,2025-05-09 13:41:00,0.008187,0.007778,427587.548066,-175.030825,-5.0,Stop Loss,3500.616497,3325.585672,10
OGUSDT,2025-05-12 14:30:00,2025-05-12 09:01:00,2025-05-12 09:14:00,5.584,5.3048,595.556173,-166.279284,-5.0,Stop Loss,3325.585672,3159.306389,13
ZKJUSDT,2025-05-13 14:30:00,2025-05-13 09:31:00,2025-05-13 13:29:00,2.136,2.13,1479.076025,-8.874456,-0.280899,4h Timeout,3159.306389,3150.431933,238
SKYAIUSDT,2025-05-13 14:30:00,2025-05-13 09:46:00,2025-05-13 13:44:00,0.05771,0.06204,54590.74567,236.377929,7.503032,4h Timeout,3150.431933,3386.809861,238
NXPCUSDT,2025-05-15 11:30:00,2025-05-15 06:31:00,2025-05-15 06:33:00,2.45001,2.327509,1382.36573,-169.340493,-5.0,Stop Loss,3386.809861,3217.469368,2
CVCUSDT,2025-05-16 13:30:00,2025-05-16 08:31:00,2025-05-16 12:29:00,0.132,0.1316,24374.767942,-9.749907,-0.30303,4h Timeout,3217.469368,3207.719461,238
AGTUSDT,2025-05-20 15:30:00,2025-05-20 10:31:00,2025-05-20 14:29:00,0.030619,0.032191,104762.384831,164.686469,5.134067,4h Timeout,3207.719461,3372.40593,238
AWEUSDT,2025-05-21 13:30:00,2025-05-21 08:01:00,2025-05-21 10:00:00,0.067063,0.06371,50287.131952,-168.620297,-5.0,Stop Loss,3372.40593,3203.785634,119
BUSDT,2025-05-22 21:30:00,2025-05-22 16:31:00,2025-05-22 16:51:00,0.24311,0.279576,13178.337516,480.567845,15.0,Target Hit,3203.785634,3684.353479,20
SOONUSDT,2025-05-23 13:30:00,2025-05-23 08:31:00,2025-05-23 08:32:00,0.53875,0.511812,6838.707153,-184.217674,-5.0,Stop Loss,3684.353479,3500.135805,1
HUMAUSDT,2025-05-26 18:30:00,2025-05-26 13:01:00,2025-05-26 13:03:00,0.086779,0.08244,40333.903418,-175.00679,-5.0,Stop Loss,3500.135805,3325.129014,2
AUSDT,2025-05-28 13:30:00,2025-05-28 08:02:00,2025-05-28 12:00:00,0.74956,0.75857,4436.107869,39.969332,1.202039,4h Timeout,3325.129014,3365.098346,238
SOPHUSDT,2025-05-28 18:30:00,2025-05-28 13:01:00,2025-05-28 13:02:00,0.070881,0.067337,47475.322673,-168.254917,-5.0,Stop Loss,3365.098346,3196.843429,1
MERLUSDT,2025-05-29 13:30:00,2025-05-29 08:31:00,2025-05-29 08:44:00,0.1524,0.14478,20976.66292,-159.842171,-5.0,Stop Loss,3196.843429,3037.001258,13
HYPEUSDT,2025-05-30 15:30:00,2025-05-30 10:31:00,2025-05-30 14:29:00,33.363,31.853,91.029022,-137.453823,-4.525972,4h Timeout,3037.001258,2899.547435,238
BDXNUSDT,2025-06-03 15:30:00,2025-06-03 10:31:00,2025-06-03 10:33:00,0.09141,0.08684,31720.24324,-144.977372,-5.0,Stop Loss,2899.547435,2754.570063,2
PUFFERUSDT,2025-06-04 13:30:00,2025-06-04 08:31:00,2025-06-04 08:32:00,0.22884,0.217398,12037.100432,-137.728503,-5.0,Stop Loss,2754.570063,2616.84156,1
PORT3USDT,2025-06-04 13:30:00,2025-06-04 08:46:00,2025-06-04 09:28:00,0.04812,0.055338,54381.578547,392.526234,15.0,Target Hit,2616.84156,3009.367794,42
1000000BOBUSDT,2025-06-05 13:30:00,2025-06-05 08:31:00,2025-06-05 08:41:00,0.09498,0.109227,31684.226086,451.405169,15.0,Target Hit,3009.367794,3460.772963,10
LAUSDT,2025-06-05 14:30:00,2025-06-05 09:01:00,2025-06-05 09:16:00,1.024,1.1776,3379.661096,519.115944,15.0,Target Hit,3460.772963,3979.888907,15
SKATEUSDT,2025-06-09 15:30:00,2025-06-09 10:31:00,2025-06-09 10:33:00,0.07524,0.071478,52895.918488,-198.994445,-5.0,Stop Loss,3979.888907,3780.894462,2
HOMEUSDT,2025-06-10 16:30:00,2025-06-10 11:31:00,2025-06-10 11:33:00,0.026116,0.02481,144773.106973,-189.044723,-5.0,Stop Loss,3780.894462,3591.849739,2
RESOLVUSDT,2025-06-10 18:30:00,2025-06-10 13:31:00,2025-06-10 13:32:00,0.19038,0.180861,18866.738831,-179.592487,-5.0,Stop Loss,3591.849739,3412.257252,1
TAIKOUSDT,2025-06-11 17:30:00,2025-06-11 12:31:00,2025-06-11 16:29:00,0.5584,0.5679,6110.775881,58.052371,1.701289,4h Timeout,3412.257252,3470.309623,238
SQDUSDT,2025-06-11 17:30:00,2025-06-11 12:46:00,2025-06-11 16:25:00,0.2548,0.29302,13619.739492,520.546443,15.0,Target Hit,3470.309623,3990.856066,219
PUMPBTCUSDT,2025-06-13 15:30:00,2025-06-13 10:01:00,2025-06-13 10:25:00,0.04767,0.045286,83718.398698,-199.542803,-5.0,Stop Loss,3990.856066,3791.313263,24
UNIUSDC,2025-06-16 13:30:00,2025-06-16 08:46:00,2025-06-16 12:44:00,7.64,7.757,496.245191,58.060687,1.531414,4h Timeout,3791.313263,3849.37395,238
AAVEUSDC,2025-06-16 13:30:00,2025-06-16 08:32:00,2025-06-16 12:30:00,287.58,284.52,13.385402,-40.959331,-1.064052,4h Timeout,3849.37395,3808.414619,238
SPKUSDT,2025-06-17 14:30:00,2025-06-17 09:01:00,2025-06-17 09:11:00,0.05858,0.067367,65012.199035,571.262193,15.0,Target Hit,3808.414619,4379.676812,10
FUSDT,2025-06-18 17:30:00,2025-06-18 12:46:00,2025-06-18 12:51:00,0.009136,0.008679,479386.691372,-218.983841,-5.0,Stop Loss,4379.676812,4160.692972,5
MYXUSDT,2025-06-18 17:30:00,2025-06-18 12:31:00,2025-06-18 12:44:00,0.08073,0.076694,51538.37448,-208.034649,-5.0,Stop Loss,4160.692972,3952.658323,13
NEWTUSDT,2025-06-19 19:30:00,2025-06-19 14:31:00,2025-06-19 14:33:00,0.2412,0.27738,16387.472318,592.898748,15.0,Target Hit,3952.658323,4545.557072,2
DMCUSDT,2025-06-24 18:30:00,2025-06-24 13:01:00,2025-06-24 14:40:00,0.004124,0.004743,1102220.434442,681.833561,15.0,Target Hit,4545.557072,5227.390632,99
HUSDT,2025-06-25 14:30:00,2025-06-25 09:31:00,2025-06-25 09:33:00,0.0346,0.03979,151080.654115,784.108595,15.0,Target Hit,5227.390632,6011.499227,2
OLUSDT,2025-06-25 16:30:00,2025-06-25 11:31:00,2025-06-25 14:32:00,0.034,0.0391,176808.800801,901.724884,15.0,Target Hit,6011.499227,6913.224111,181
SAHARAUSDT,2025-06-26 17:30:00,2025-06-26 12:01:00,2025-06-26 12:07:00,0.13526,0.128497,51110.6322,-345.661206,-5.0,Stop Loss,6913.224111,6567.562906,6
BTCUSDT_251226,2025-06-27 13:30:00,2025-06-27 08:12:00,2025-06-27 12:10:00,113501.1,110299.1,0.057863,-185.278701,-2.821118,4h Timeout,6567.562906,6382.284204,238
ETHUSDT_251226,2025-06-27 13:30:00,2025-06-27 08:11:00,2025-06-27 12:09:00,2460.0,2514.08,2.594424,140.306476,2.198374,4h Timeout,6382.284204,6522.59068,238
ICNTUSDT,2025-07-03 18:30:00,2025-07-03 13:01:00,2025-07-03 13:02:00,0.3445,0.396175,18933.499796,978.388602,15.0,Target Hit,6522.59068,7500.979282,1
IDOLUSDT,2025-07-04 14:30:00,2025-07-04 09:16:00,2025-07-04 09:17:00,0.01592,0.015124,471167.040312,-375.048964,-5.0,Stop Loss,7500.979282,7125.930318,1
BULLAUSDT,2025-07-04 14:30:00,2025-07-04 09:01:00,2025-07-04 09:02:00,0.115,0.13225,61964.611458,1068.889548,15.0,Target Hit,7125.930318,8194.819865,1
MUSDT,2025-07-07 14:30:00,2025-07-07 09:31:00,2025-07-07 09:46:00,0.1584,0.18216,51734.973897,1229.22298,15.0,Target Hit,8194.819865,9424.042845,15
TANSSIUSDT,2025-07-09 16:30:00,2025-07-09 11:31:00,2025-07-09 11:35:00,0.05209,0.049485,180918.465063,-471.202142,-5.0,Stop Loss,9424.042845,8952.840703,4
PUMPUSDT,2025-07-10 12:30:00,2025-07-10 07:31:00,2025-07-10 09:05:00,0.00539,0.00512,1661009.406842,-447.642035,-5.0,Stop Loss,8952.840703,8505.198668,94
